ticker,oi_mean,oi_median,oi_std,oi_min,oi_max,chg_mean,chg_median,chg_std,chg_min,chg_max,latest_oi,latest_chg,oi_cv,frac_zero_oi,distinct_oi,oi_percentile_latest
SBIN.NS,0.6656385836315801,0.6472720166290618,0.1554723972688402,0.36081347036956046,1.3274094727100199,-0.0020597390775130317,-0.009413950648911373,0.14875712795941476,-0.6873101168599389,0.5746900685621612,0.9404746499650612,0.1595323921728331,0.233568788066065,0.0,1147,94.15867480383609
SUNPHARMA.NS,0.5051791921653638,0.4714412205069065,0.16643223472857163,0.18460526315789474,1.3068264955821938,0.0011226605427975588,-0.0025406592541403206,0.15038461399456318,-0.49912573032070656,0.8091885246646278,0.5554095344482045,0.03314500349814631,0.32945188026289934,0.0,1142,68.47635726795096
TATACONSUM.NS,0.6079219221888902,0.5583468445333569,0.22726953645605238,0.2368064952638701,2.1969178082191783,0.0007895501958372611,-0.007849754135806714,0.1699864799293675,-0.9805021011037369,1.6961103146791265,0.6781123139377537,-0.03391840278579572,0.373846588123921,0.0,1142,72.15411558669001
TATASTEEL.NS,0.6156825372807669,0.5898445266486129,0.14715498173002484,0.3199680017963904,1.2125664065061978,-0.0015658211810457298,-0.0031615500462481294,0.129477806441707,-0.44253325398137056,0.6586725013143243,0.6236597767215651,0.06325080643174774,0.23901113450440192,0.0,1142,57.79334500875657
TCS.NS,0.6606177580935704,0.6417798679734152,0.15821959212993747,0.3534229175023399,1.3529660122440363,-0.00012764915097890944,-0.0033632398531439622,0.15837179207494173,-0.7392140420477331,0.7209714084774078,0.8619769369500665,-0.03570533912097584,0.23950248111181888,0.0,1142,90.28021015761821
TECHM.NS,0.6448121978780437,0.6286545049153744,0.16169754109688067,0.2878896452884271,1.18442571392628,-0.0004199552493831897,-0.002620700972447737,0.14109496880595218,-0.48435449288402904,0.6052422884435378,0.6723766486259262,-0.23800886052023362,0.25076687697440747,0.0,1142,58.75656742556918
TITAN.NS,0.6675554231826384,0.654561495181434,0.1770688164556956,0.33459436738125264,1.4403423739300816,0.00015758431972290302,-0.008551504808135157,0.17769651700803196,-0.685613519894052,0.6676148105064685,0.9059245960502693,0.059764570343328494,0.2652496112030699,0.0,1142,90.89316987740806
TRENT.NS,0.5896309410858444,0.5579808071122945,0.23730224240047545,0.11743515850144093,1.8177357167893446,0.00112766376433588,-0.0004279464407942746,0.18092404953803415,-0.7977737396030329,0.8412129375731627,0.5658217939374308,0.04142981844097049,0.4024589380663567,0.0,1142,52.101576182136604
ULTRACEMCO.NS,0.5613474861761991,0.535308106052814,0.16075050001641472,0.26553262109739656,1.3376447876447877,-0.0017521979728984214,-0.005174599657674722,0.14995500146784124,-0.5757015483957502,0.5071524012391472,0.45414388803848676,-0.14143679027600448,0.2863654046291701,0.0,1142,27.583187390542907
WIPRO.NS,0.6033397620816406,0.5835829493087558,0.1365426782980347,0.2883008812833757,1.1226976999908367,-0.0007678483245022845,-0.00618453622868842,0.11687269214060525,-0.4339691422348181,0.4692825734106262,0.6210358965776922,-0.013731391632555878,0.2263114199981378,0.0,1147,61.29032258064516
