True_Positive,False_Positive,True_Negative,False_Negative,Precision,Recall,Specificity,Accuracy,F1_Score
41,40,80,74,0.5061728395061729,0.3565217391304348,0.6666666666666666,0.5148936170212766,0.4183673469387756
