ticker,cutoff_date,historical_observation_count,historical_mean_delta_f1,historical_collapse_rate,current_delta_cv_score,gate_enabled,gate_reason,information_cutoff_date,control_f1_macro,pcr_f1_macro,delta_f1_macro,gated_f1_macro,gated_delta_vs_control,class_collapse_bool,delta_sell_f1,delta_hold_f1,delta_buy_f1
ASIANPAINT.NS,2026-02-10,2,0.0421418063048285,0.0,-0.0148787841412124,True,"WARM: hist_mean=0.042142, hist_collapse=0.00",2026-02-10,0.4363525826879615,0.3875810508721589,-0.0487715318158026,0.3875810508721589,-0.04877153181580263,False,-0.0879795396419437,0.0013104352024277,-0.0596454910078924
ASIANPAINT.NS,2026-05-08,3,0.011837360264618133,0.0,-0.0025899078851248,True,"WARM: hist_mean=0.011837, hist_collapse=0.00",2026-05-08,0.3813875886225646,0.4016314010593187,0.0202438124367541,0.4016314010593187,0.020243812436754105,False,-0.0985713394472518,-0.0393669745438161,0.1986697513013302
ASIANPAINT.NS,2026-08-10,4,0.013938973307652126,0.0,-0.0141586043646897,True,"WARM: hist_mean=0.013939, hist_collapse=0.00",2026-08-10,0.4131852520706478,0.4123831361680712,-0.0008021159025765,0.4123831361680712,-0.0008021159025766167,False,0.0238970588235294,0.0103626943005181,-0.0366661008317772
AXISBANK.NS,2025-08-08,0,0.0,0.0,0.0003590655616997,False,COLD: cv_delta=0.000359,2025-08-08,0.3328476171613426,0.3720464632358353,0.0391988460744927,0.3328476171613426,0.0,False,0.0296918767507002,0.0660858129212559,0.0218188485515218
AXISBANK.NS,2025-11-10,1,0.0391988460744927,0.0,-0.0070056149015516,True,"WARM: hist_mean=0.039199, hist_collapse=0.00",2025-11-10,0.373899288712775,0.4243121464864346,0.0504128577736595,0.4243121464864346,0.050412857773659614,False,0.0679728108756497,0.0553835569315445,0.0278822055137844
AXISBANK.NS,2026-02-10,2,0.0448058519240761,0.0,0.003115655342583,True,"WARM: hist_mean=0.044806, hist_collapse=0.00",2026-02-10,0.4967652785629043,0.4659351829163149,-0.0308300956465893,0.4659351829163149,-0.030830095646589395,True,-0.1250435388366422,0.0933085885142798,-0.0607553366174056
AXISBANK.NS,2026-05-08,3,0.019593869400520967,0.3333333333333333,0.0128793205401659,False,"WARM: hist_mean=0.019594, hist_collapse=0.33",2026-05-08,0.4227676350011846,0.4290030632135895,0.0062354282124049,0.4227676350011846,0.0,False,0.0523125996810207,-0.0250827872895089,-0.0085235277542969
AXISBANK.NS,2026-08-10,4,0.01625425910349195,0.25,0.00124613928474,False,"WARM: hist_mean=0.016254, hist_collapse=0.25",2026-08-10,0.3898683021917938,0.3431484073226256,-0.0467198948691682,0.3898683021917938,0.0,True,-0.0218470705064547,0.0099468592451287,-0.1282594733461785
BAJAJ-AUTO.NS,2025-08-08,0,0.0,0.0,0.001231699900123,False,COLD: cv_delta=0.001232,2025-08-08,0.2588498971477694,0.2451452787672422,-0.0137046183805271,0.2588498971477694,0.0,False,-0.0202810887742394,0.015001500150015,-0.0358342665173572
BAJAJ-AUTO.NS,2025-11-10,1,-0.0137046183805271,0.0,0.0093609400592488,False,"WARM: hist_mean=-0.013705, hist_collapse=0.00",2025-11-10,0.3154738104758097,0.3316730053572159,0.0161991948814061,0.3154738104758097,0.0,True,0.0595208070617906,0.0089157319528329,-0.0198389543704049
BAJAJ-AUTO.NS,2026-02-10,2,0.0012472882504395008,0.5,0.0099344112348701,False,"WARM: hist_mean=0.001247, hist_collapse=0.50",2026-02-10,0.352336860670194,0.3400047227583013,-0.0123321379118926,0.352336860670194,0.0,False,0.0446629213483145,-0.0847578347578347,0.0030984996738421
BAJAJ-AUTO.NS,2026-05-08,3,-0.0032791871370045325,0.3333333333333333,0.0062226230984999,False,"WARM: hist_mean=-0.003279, hist_collapse=0.33",2026-05-08,0.2662292336828619,0.2167526387790705,-0.0494765949037914,0.2662292336828619,0.0,True,-0.1652777777777777,0.0665143437420665,-0.0496663506756631
