ticker,cutoff_date,control_feature_count,pcr_feature_count,control_rows_before_alignment,experiment_rows_before_alignment,common_rows_used,train_date_min,train_date_max,test_date_min,test_date_max,control_train_size,pcr_train_size,control_test_size,pcr_test_size,labels_identical,control_f1_macro,pcr_f1_macro,delta_f1_macro,control_raw_argmax_f1_macro,pcr_raw_argmax_f1_macro,control_accuracy,pcr_accuracy,weakest_class_control,weakest_class_pcr,weakest_class_f1_before,weakest_class_f1_after,weakest_class_delta,classes_improved,classes_worsened,class_collapse,feature_set_difference_verified,control_sell_precision,pcr_sell_precision,control_sell_recall,pcr_sell_recall,control_sell_f1,pcr_sell_f1,control_sell_support,pcr_sell_support,delta_sell_f1,control_hold_precision,pcr_hold_precision,control_hold_recall,pcr_hold_recall,control_hold_f1,pcr_hold_f1,control_hold_support,pcr_hold_support,delta_hold_f1,control_buy_precision,pcr_buy_precision,control_buy_recall,pcr_buy_recall,control_buy_f1,pcr_buy_f1,control_buy_support,pcr_buy_support,delta_buy_f1,control_prediction_distribution,control_raw_prediction_distribution,control_cv_score,control_optuna_trials,pcr_prediction_distribution,pcr_raw_prediction_distribution,pcr_cv_score,pcr_optuna_trials
ADANIENT.NS,2026-08-10,55,57,1154,1148,1148,2021-10-01,2025-08-13,2025-08-14,2026-08-10,918,918,230,230,True,0.43261109618885607,0.3914243040477385,-0.04118679214111759,0.43261109618885607,0.3914243040477385,0.43478260869565216,0.391304347826087,SELL,HOLD,0.3888888888888889,0.38926174496644295,0.00037285607755405126,1,2,HOLD,True,0.3835616438356164,0.3717948717948718,0.39436619718309857,0.4084507042253521,0.3888888888888889,0.38926174496644295,71,71,0.00037285607755405126,0.449438202247191,0.3815789473684211,0.49382716049382713,0.35802469135802467,0.47058823529411764,0.36942675159235666,81,81,-0.10116148370176098,0.47058823529411764,0.42105263157894735,0.41025641025641024,0.41025641025641024,0.4383561643835616,0.4155844155844156,78,78,-0.022771748799146008,"{""BUY"": 68, ""HOLD"": 89, ""SELL"": 73}","{""BUY"": 68, ""HOLD"": 89, ""SELL"": 73}",0.372447089040998,75,"{""BUY"": 76, ""HOLD"": 76, ""SELL"": 78}","{""BUY"": 76, ""HOLD"": 76, ""SELL"": 78}",0.36630386301172324,75
