ticker,version,model_hash_expected,feature_hash_expected,hash_status,hash_classification
NTPC.NS,1f4a7d9a04b8,1f4a7d9a04b8,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
NTPC.NS,a97c5bf097c4,a97c5bf097c4,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
NTPC.NS,e850d8e39a71,e850d8e39a71,86e4397fc5ced163a91be9a8b72334d89e16c0dd0165b173380b2ffebb60ee46,HASHES_MATCH,PROVENLY_VERIFIED
ONGC.NS,f9edf9feaee0,f9edf9feaee0,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
ONGC.NS,09b398bfd1df,09b398bfd1df,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
ONGC.NS,6c29ed4f4b31,6c29ed4f4b31,86e4397fc5ced163a91be9a8b72334d89e16c0dd0165b173380b2ffebb60ee46,HASHES_MATCH,PROVENLY_VERIFIED
POWERGRID.NS,138281d5dbb0,138281d5dbb0,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
POWERGRID.NS,40b304c072b0,40b304c072b0,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
POWERGRID.NS,baeacbd6a8ee,baeacbd6a8ee,86e4397fc5ced163a91be9a8b72334d89e16c0dd0165b173380b2ffebb60ee46,HASHES_MATCH,PROVENLY_VERIFIED
RELIANCE.NS,bc1d09c11c6c,bc1d09c11c6c,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
RELIANCE.NS,a4264ce3aa03,a4264ce3aa03,86e4397fc5ced163a91be9a8b72334d89e16c0dd0165b173380b2ffebb60ee46,HASHES_MATCH,PROVENLY_VERIFIED
SBILIFE.NS,7d4e4f2083ec,7d4e4f2083ec,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
SBILIFE.NS,56d64f0a6cba,56d64f0a6cba,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
SBILIFE.NS,710b376617f0,710b376617f0,86e4397fc5ced163a91be9a8b72334d89e16c0dd0165b173380b2ffebb60ee46,HASHES_MATCH,PROVENLY_VERIFIED
SBIN.NS,82097585e678,82097585e678,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
SBIN.NS,89800c74b7e8,89800c74b7e8,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
SBIN.NS,41efcda90bcf,41efcda90bcf,86e4397fc5ced163a91be9a8b72334d89e16c0dd0165b173380b2ffebb60ee46,HASHES_MATCH,PROVENLY_VERIFIED
SHRIRAMFIN.NS,c1fc54975746,c1fc54975746,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
SHRIRAMFIN.NS,6420994a0e89,6420994a0e89,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
SHRIRAMFIN.NS,0e7da5a7998c,0e7da5a7998c,86e4397fc5ced163a91be9a8b72334d89e16c0dd0165b173380b2ffebb60ee46,HASHES_MATCH,PROVENLY_VERIFIED
SUNPHARMA.NS,24219657af50,24219657af50,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
SUNPHARMA.NS,bfa8f74a2afe,bfa8f74a2afe,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
SUNPHARMA.NS,845257eace4d,845257eace4d,86e4397fc5ced163a91be9a8b72334d89e16c0dd0165b173380b2ffebb60ee46,HASHES_MATCH,PROVENLY_VERIFIED
TATACONSUM.NS,a52809467ad6,a52809467ad6,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
TATACONSUM.NS,241b68c2c661,241b68c2c661,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
TATACONSUM.NS,4d67a31ef2d1,4d67a31ef2d1,86e4397fc5ced163a91be9a8b72334d89e16c0dd0165b173380b2ffebb60ee46,HASHES_MATCH,PROVENLY_VERIFIED
TATASTEEL.NS,b6ad42ab4e15,b6ad42ab4e15,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
TATASTEEL.NS,182b9748cbf7,182b9748cbf7,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
TATASTEEL.NS,6b0ec6e931d3,6b0ec6e931d3,86e4397fc5ced163a91be9a8b72334d89e16c0dd0165b173380b2ffebb60ee46,HASHES_MATCH,PROVENLY_VERIFIED
TCS.NS,40b61a24a045,40b61a24a045,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
TCS.NS,68df90ea3a2f,68df90ea3a2f,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
TCS.NS,39f892ad8a37,39f892ad8a37,86e4397fc5ced163a91be9a8b72334d89e16c0dd0165b173380b2ffebb60ee46,HASHES_MATCH,PROVENLY_VERIFIED
TECHM.NS,e252ca12ff9b,e252ca12ff9b,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
TECHM.NS,5011305981a8,5011305981a8,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
TECHM.NS,44f46805464f,44f46805464f,86e4397fc5ced163a91be9a8b72334d89e16c0dd0165b173380b2ffebb60ee46,HASHES_MATCH,PROVENLY_VERIFIED
TITAN.NS,f22de148c0b9,f22de148c0b9,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
TITAN.NS,67c0dc7422a2,67c0dc7422a2,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
TITAN.NS,c62d01aa5314,c62d01aa5314,86e4397fc5ced163a91be9a8b72334d89e16c0dd0165b173380b2ffebb60ee46,HASHES_MATCH,PROVENLY_VERIFIED
TRENT.NS,8dd0db56b45b,8dd0db56b45b,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
TRENT.NS,67fe9e438970,67fe9e438970,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
TRENT.NS,9106deb806b5,9106deb806b5,86e4397fc5ced163a91be9a8b72334d89e16c0dd0165b173380b2ffebb60ee46,HASHES_MATCH,PROVENLY_VERIFIED
ULTRACEMCO.NS,2b6d15d443e9,2b6d15d443e9,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
ULTRACEMCO.NS,8755f4b0285f,8755f4b0285f,5cde05be545eb1e0f722a6b472015a7d2b012c45a326360f33bd51796410bc73,HASHES_MATCH,PROVENLY_VERIFIED
