ticker,cutoff_date,is_t1,horizon,historical_observation_count,historical_mean_delta_f1,historical_median_delta_f1,historical_consistency,historical_collapse_rate,historical_prediction_shift,delta_cv_score,control_f1,pcr_f1,actual_delta_f1,class_collapse,target_cutoff_validation_passed,target_leakage_violations,Gate_A_enabled,Gate_A_f1,Gate_A_delta_vs_control,Gate_B_enabled,Gate_B_f1,Gate_B_delta_vs_control,Gate_C_enabled,Gate_C_f1,Gate_C_delta_vs_control,Gate_D_enabled,Gate_D_f1,Gate_D_delta_vs_control
NESTLEIND.NS,2025-08-08,True,10,0,0.0,0.0,0.0,0.0,0.0,0.0162156385256815,0.3213444361410626,0.3320804387877559,0.0107360026466932,False,True,0,False,0.3213444361410626,0.0,False,0.3213444361410626,0.0,True,0.3320804387877559,0.010736002646693277,True,0.3320804387877559,0.010736002646693277
NESTLEIND.NS,2025-11-10,False,10,1,0.0107360026466932,0.0107360026466932,1.0,0.0,10.0,0.0061932171119719,0.2961594599525634,0.2640820339935384,-0.0320774259590249,True,True,0,True,0.2640820339935384,-0.03207742595902496,True,0.2640820339935384,-0.03207742595902496,True,0.2640820339935384,-0.03207742595902496,True,0.2640820339935384,-0.03207742595902496
NESTLEIND.NS,2026-02-10,False,10,2,-0.01067071165616585,-0.01067071165616585,0.5,0.5,17.0,-0.0063754430038767,0.2655901116427432,0.3226530812737709,0.0570629696310277,True,True,0,False,0.2655901116427432,0.0,False,0.2655901116427432,0.0,False,0.2655901116427432,0.0,False,0.2655901116427432,0.0
NESTLEIND.NS,2026-05-08,False,10,3,0.011907182106232,0.0107360026466932,0.6666666666666666,0.6666666666666666,26.666666666666668,-0.0080725790682587,0.3143798792069851,0.2922363664937922,-0.0221435127131928,True,True,0,True,0.2922363664937922,-0.022143512713192925,False,0.3143798792069851,0.0,False,0.3143798792069851,0.0,True,0.2922363664937922,-0.022143512713192925
NESTLEIND.NS,2026-08-10,False,10,4,0.0033945084013758,-0.0057037550332498,0.5,0.75,29.5,-0.047138224959226,0.2638973762064115,0.2704498518452007,0.0065524756387891,True,True,0,True,0.2704498518452007,0.00655247563878919,False,0.2638973762064115,0.0,False,0.2638973762064115,0.0,True,0.2704498518452007,0.00655247563878919
NTPC.NS,2025-08-08,True,5,0,0.0,0.0,0.0,0.0,0.0,0.0065246544992924,0.2769931754332683,0.2844742063492063,0.0074810309159379,False,True,0,False,0.2769931754332683,0.0,False,0.2769931754332683,0.0,True,0.2844742063492063,0.007481030915937992,True,0.2844742063492063,0.007481030915937992
NTPC.NS,2025-11-10,False,5,1,0.0074810309159379,0.0074810309159379,1.0,0.0,14.0,0.0010660728699232,0.2958357477582405,0.3313779548590019,0.0355422071007613,False,True,0,True,0.3313779548590019,0.03554220710076139,True,0.3313779548590019,0.03554220710076139,True,0.3313779548590019,0.03554220710076139,True,0.3313779548590019,0.03554220710076139
NTPC.NS,2026-02-10,False,5,2,0.0215116190083496,0.0215116190083496,1.0,0.0,20.0,0.0156990452191989,0.3348184215865287,0.3026223841445318,-0.0321960374419968,False,True,0,True,0.3026223841445318,-0.032196037441996894,True,0.3026223841445318,-0.032196037441996894,True,0.3026223841445318,-0.032196037441996894,True,0.3026223841445318,-0.032196037441996894
NTPC.NS,2026-05-08,False,5,3,0.0036090668582341354,0.0074810309159379,0.6666666666666666,0.0,19.333333333333332,0.0114767813909006,0.3517891952102478,0.2836524658230084,-0.0681367293872393,False,True,0,True,0.2836524658230084,-0.06813672938723941,True,0.2836524658230084,-0.06813672938723941,True,0.2836524658230084,-0.06813672938723941,True,0.2836524658230084,-0.06813672938723941
NTPC.NS,2026-08-10,False,5,4,-0.014327382203134224,-0.012357503263029448,0.5,0.0,16.5,0.0080627308554773,0.3224396590154389,0.3022021308523409,-0.020237528163098,False,True,0,False,0.3224396590154389,0.0,False,0.3224396590154389,0.0,True,0.3022021308523409,-0.02023752816309804,False,0.3224396590154389,0.0
