run_id,market_date,status,started_at,errors
da9c78a9-d1e8-452c-93cb-3103bc6a1d28,2026-08-11,FAILED,2026-08-11 16:53:19.813,['PREDICTION_GENERATION: Prediction history generation failed for 51 ticker(s). See errors above.']
d86cb947-710d-4907-a0b6-b259c6911a4a,,BLOCKED,2026-08-11 06:10:11.078,[]
ad97bf2f-720b-4cc2-b7ca-099edbf28ac1,2026-08-10,FAILED,2026-08-10 16:29:07.507,['PREDICTION_GENERATION: Prediction history generation failed for 51 ticker(s). See errors above.']
502aca6c-2ad4-4067-929e-96dbfcc53061,2026-08-10,FAILED,2026-08-10 15:39:48.051,"['COLLECT_OHLCV: 1 tickers failed', ""OHLCV_INTEGRITY: Missing tickers for 2026-08-10: {'WIPRO.NS'}""]"
d560db5d-f984-4f4d-b0e5-431201b4f9c1,2026-08-07,SUCCESS,2026-08-07 15:17:31.115,[]
