Collection,Fields_Stored,Tickers_Covered,Temporal_Ceiling,Continuous,Same_Ceiling_As_OHLCV,Supports_5_10_Horizon,Missing_Observations,Delayed
pcr_history,"date, ticker, stock_pcr_oi, stock_pcr_chg_5d",51,2026-08-11,True,False,True,False,False
