ticker,cutoff_date,control_feature_count,pcr_feature_count,control_rows_before_alignment,experiment_rows_before_alignment,common_rows_used,train_date_min,train_date_max,test_date_min,test_date_max,control_train_size,pcr_train_size,control_test_size,pcr_test_size,labels_identical,control_f1_macro,pcr_f1_macro,delta_f1_macro,control_raw_argmax_f1_macro,pcr_raw_argmax_f1_macro,control_accuracy,pcr_accuracy,weakest_class_control,weakest_class_pcr,weakest_class_f1_before,weakest_class_f1_after,weakest_class_delta,classes_improved,classes_worsened,class_collapse,feature_set_difference_verified,control_sell_precision,pcr_sell_precision,control_sell_recall,pcr_sell_recall,control_sell_f1,pcr_sell_f1,control_sell_support,pcr_sell_support,delta_sell_f1,control_hold_precision,pcr_hold_precision,control_hold_recall,pcr_hold_recall,control_hold_f1,pcr_hold_f1,control_hold_support,pcr_hold_support,delta_hold_f1,control_buy_precision,pcr_buy_precision,control_buy_recall,pcr_buy_recall,control_buy_f1,pcr_buy_f1,control_buy_support,pcr_buy_support,delta_buy_f1,control_prediction_distribution,control_raw_prediction_distribution,control_cv_score,control_optuna_trials,pcr_prediction_distribution,pcr_raw_prediction_distribution,pcr_cv_score,pcr_optuna_trials,horizon,prediction_shift,delta_cv_score,final_feature_date_max,latest_required_future_date,target_leakage_violations,target_cutoff_validation_passed
BRITANNIA.NS,2025-08-08,55,57,909,909,909,2021-09-27,2024-10-16,2024-10-17,2025-07-25,727,727,182,182,True,0.39157983510325467,0.4141438808359103,0.022564045732655635,0.3828363962600054,0.366790333060848,0.45054945054945056,0.45604395604395603,BUY,SELL,0.23529411764705882,0.3486238532110092,0.11332973556395037,1,2,,True,0.3333333333333333,0.27906976744186046,0.3,0.3,0.3157894736842105,0.2891566265060241,40,40,-0.026632847178186425,0.6170212765957447,0.65,0.6304347826086957,0.5652173913043478,0.6236559139784946,0.6046511627906976,92,92,-0.019004751187796987,0.23076923076923078,0.3220338983050847,0.24,0.38,0.23529411764705882,0.3486238532110092,50,50,0.11332973556395037,"{""BUY"": 52, ""HOLD"": 94, ""SELL"": 36}","{""BUY"": 29, ""HOLD"": 123, ""SELL"": 30}",0.33369005840613297,75,"{""BUY"": 59, ""HOLD"": 80, ""SELL"": 43}","{""BUY"": 43, ""HOLD"": 98, ""SELL"": 41}",0.3270154615682352,75,10,28,-0.006674596837897784,2025-07-25,2025-08-08,0,True
CIPLA.NS,2025-08-08,55,57,909,909,909,2021-09-27,2024-10-16,2024-10-17,2025-07-25,727,727,182,182,True,0.3026002946889023,0.2866405995438253,-0.015959695145077002,0.3320696087924592,0.2830110346334535,0.33516483516483514,0.31868131868131866,BUY,BUY,0.125,0.13333333333333333,0.008333333333333331,1,2,,True,0.27710843373493976,0.25925925925925924,0.5348837209302325,0.4883720930232558,0.36507936507936506,0.3387096774193548,43,43,-0.026369687660010244,0.4852941176470588,0.4266666666666667,0.36666666666666664,0.35555555555555557,0.4177215189873418,0.3878787878787879,90,90,-0.0298427311085539,0.16129032258064516,0.19230769230769232,0.10204081632653061,0.10204081632653061,0.125,0.13333333333333333,49,49,0.008333333333333331,"{""BUY"": 31, ""HOLD"": 68, ""SELL"": 83}","{""BUY"": 37, ""HOLD"": 79, ""SELL"": 66}",0.25821574782255036,75,"{""BUY"": 26, ""HOLD"": 75, ""SELL"": 81}","{""BUY"": 32, ""HOLD"": 80, ""SELL"": 70}",0.266807882010984,75,10,14,0.008592134188433631,2025-07-25,2025-08-08,0,True
COALINDIA.NS,2025-08-08,55,57,909,909,909,2021-09-27,2024-10-16,2024-10-17,2025-07-25,727,727,182,182,True,0.3059326456354057,0.32908300622245634,0.023150360587050667,0.3059326456354057,0.32908300622245634,0.3076923076923077,0.32967032967032966,HOLD,HOLD,0.2962962962962963,0.26804123711340205,-0.028255059182894227,2,1,,True,0.5172413793103449,0.5833333333333334,0.21428571428571427,0.3,0.30303030303030304,0.39622641509433965,70,70,0.09319611206403661,0.4444444444444444,0.52,0.2222222222222222,0.18055555555555555,0.2962962962962963,0.26804123711340205,72,72,-0.028255059182894227,0.21367521367521367,0.21487603305785125,0.625,0.65,0.3184713375796178,0.32298136645962733,40,40,0.004510028880009509,"{""BUY"": 117, ""HOLD"": 36, ""SELL"": 29}","{""BUY"": 117, ""HOLD"": 36, ""SELL"": 29}",0.3401065237695071,30,"{""BUY"": 121, ""HOLD"": 25, ""SELL"": 36}","{""BUY"": 121, ""HOLD"": 25, ""SELL"": 36}",0.33370889077102406,30,10,22,-0.0063976329984830604,2025-07-25,2025-08-08,0,True
DRREDDY.NS,2025-08-08,55,57,909,909,909,2021-09-27,2024-10-16,2024-10-17,2025-07-25,727,727,182,182,True,0.36792122757035034,0.38563332501509945,0.01771209744474911,0.3928331413210446,0.3915322458499939,0.37362637362637363,0.3956043956043956,SELL,SELL,0.28846153846153844,0.2553191489361702,-0.03314238952536824,2,1,,True,0.4411764705882353,0.5,0.21428571428571427,0.17142857142857143,0.28846153846153844,0.2553191489361702,70,70,-0.03314238952536824,0.3163265306122449,0.3142857142857143,0.5740740740740741,0.6111111111111112,0.40789473684210525,0.41509433962264153,54,54,0.007199602780536274,0.44,0.5094339622641509,0.3793103448275862,0.46551724137931033,0.4074074074074074,0.4864864864864865,58,58,0.07907907907907913,"{""BUY"": 50, ""HOLD"": 98, ""SELL"": 34}","{""BUY"": 70, ""HOLD"": 70, ""SELL"": 42}",0.34442516087048053,75,"{""BUY"": 53, ""HOLD"": 105, ""SELL"": 24}","{""BUY"": 70, ""HOLD"": 77, ""SELL"": 35}",0.3459685251312208,75,10,20,0.0015433642607402542,2025-07-25,2025-08-08,0,True
EICHERMOT.NS,2025-08-08,55,57,909,909,909,2021-09-27,2024-10-16,2024-10-17,2025-07-25,727,727,182,182,True,0.2613718658194985,0.3171085504390066,0.05573668461950809,0.32477516982467475,0.3560521819534061,0.2857142857142857,0.33516483516483514,BUY,BUY,0.0975609756097561,0.1839080459770115,0.08634707036725539,2,1,,True,0.21212121212121213,0.22330097087378642,0.7368421052631579,0.6052631578947368,0.32941176470588235,0.3262411347517731,38,38,-0.003170629954109272,0.4878048780487805,0.46153846153846156,0.28169014084507044,0.4225352112676056,0.35714285714285715,0.4411764705882353,71,71,0.08403361344537813,0.4444444444444444,0.5714285714285714,0.0547945205479452,0.1095890410958904,0.0975609756097561,0.1839080459770115,73,73,0.08634707036725539,"{""BUY"": 9, ""HOLD"": 41, ""SELL"": 132}","{""BUY"": 28, ""HOLD"": 72, ""SELL"": 82}",0.3114341063340768,75,"{""BUY"": 14, ""HOLD"": 65, ""SELL"": 103}","{""BUY"": 27, ""HOLD"": 90, ""SELL"": 65}",0.30592974147783236,75,10,58,-0.005504364856244448,2025-07-25,2025-08-08,0,True
GRASIM.NS,2025-08-08,55,57,909,909,909,2021-09-27,2024-10-16,2024-10-17,2025-07-25,727,727,182,182,True,0.3385010786206042,0.34752794704915085,0.009026868428546664,0.3103575154631492,0.33078379401741764,0.34615384615384615,0.35714285714285715,SELL,SELL,0.2549019607843137,0.24242424242424243,-0.012477718360071277,2,1,,True,0.29545454545454547,0.2926829268292683,0.22413793103448276,0.20689655172413793,0.2549019607843137,0.24242424242424243,58,58,-0.012477718360071277,0.35443037974683544,0.37681159420289856,0.4666666666666667,0.43333333333333335,0.4028776978417266,0.40310077519379844,60,60,0.0002230773520718321,0.3728813559322034,0.375,0.34375,0.421875,0.35772357723577236,0.39705882352941174,64,64,0.03933524629363938,"{""BUY"": 59, ""HOLD"": 79, ""SELL"": 44}","{""BUY"": 62, ""HOLD"": 82, ""SELL"": 38}",0.3397772527578643,75,"{""BUY"": 72, ""HOLD"": 69, ""SELL"": 41}","{""BUY"": 75, ""HOLD"": 70, ""SELL"": 37}",0.3402328919018195,75,10,26,0.0004556391439551888,2025-07-25,2025-08-08,0,True
HCLTECH.NS,2025-08-08,55,57,914,914,914,2021-09-27,2024-10-22,2024-10-23,2025-08-01,731,731,183,183,True,0.27768536121673004,0.25611560741995526,-0.021569753796774782,0.27768536121673004,0.25611560741995526,0.5136612021857924,0.44808743169398907,BUY,SELL,0.0,0.12,0.12,1,2,SELL,True,0.4166666666666667,0.09090909090909091,0.09615384615384616,0.019230769230769232,0.15625,0.031746031746031744,52,52,-0.12450396825396826,0.536144578313253,0.5,0.9175257731958762,0.8041237113402062,0.6768060836501901,0.616600790513834,97,97,-0.06020529313635614,0.0,0.1875,0.0,0.08823529411764706,0.0,0.12,34,34,0.12,"{""BUY"": 5, ""HOLD"": 166, ""SELL"": 12}","{""BUY"": 5, ""HOLD"": 166, ""SELL"": 12}",0.31580187037138313,30,"{""BUY"": 16, ""HOLD"": 156, ""SELL"": 11}","{""BUY"": 16, ""HOLD"": 156, ""SELL"": 11}",0.32263889250914146,30,5,22,0.006837022137758331,2025-08-01,2025-08-08,0,True
HDFCBANK.NS,2025-08-08,55,57,432,432,432,2023-09-26,2025-03-12,2025-03-13,2025-07-25,345,345,87,87,True,0.33001883239171376,0.3006933542647829,-0.02932547812693087,0.33001883239171376,0.3006933542647829,0.39080459770114945,0.39080459770114945,HOLD,HOLD,0.2033898305084746,0.04081632653061224,-0.16257350397786235,2,1,HOLD,True,0.2222222222222222,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.3076923076923077,6,6,0.041025641025641046,0.4,0.2,0.13636363636363635,0.022727272727272728,0.2033898305084746,0.04081632653061224,44,44,-0.16257350397786235,0.4126984126984127,0.41333333333333333,0.7027027027027027,0.8378378378378378,0.52,0.5535714285714286,37,37,0.033571428571428585,"{""BUY"": 63, ""HOLD"": 15, ""SELL"": 9}","{""BUY"": 63, ""HOLD"": 15, ""SELL"": 9}",0.3169375380460915,75,"{""BUY"": 75, ""HOLD"": 5, ""SELL"": 7}","{""BUY"": 75, ""HOLD"": 5, ""SELL"": 7}",0.32782936105029387,75,10,24,0.010891823004202383,2025-07-25,2025-08-08,0,True
HDFCLIFE.NS,2025-08-08,55,57,909,909,909,2021-09-27,2024-10-16,2024-10-17,2025-07-25,727,727,182,182,True,0.23217116345757774,0.24188854044969155,0.009717376992113808,0.23217116345757774,0.24188854044969155,0.24175824175824176,0.25274725274725274,SELL,SELL,0.05504587155963303,0.05555555555555555,0.0005096839959225219,2,1,SELL,True,0.05,0.05084745762711865,0.061224489795918366,0.061224489795918366,0.05504587155963303,0.05555555555555555,49,49,0.0005096839959225219,0.4339622641509434,0.48717948717948717,0.2948717948717949,0.24358974358974358,0.3511450381679389,0.3247863247863248,78,78,-0.026358713381614107,0.2608695652173913,0.2857142857142857,0.32727272727272727,0.43636363636363634,0.2903225806451613,0.34532374100719426,55,55,0.05500116036203295,"{""BUY"": 69, ""HOLD"": 53, ""SELL"": 60}","{""BUY"": 69, ""HOLD"": 53, ""SELL"": 60}",0.3079902269611323,75,"{""BUY"": 84, ""HOLD"": 39, ""SELL"": 59}","{""BUY"": 84, ""HOLD"": 39, ""SELL"": 59}",0.325670317518579,75,10,30,0.01768009055744668,2025-07-25,2025-08-08,0,True
HEROMOTOCO.NS,2025-08-08,55,57,909,909,909,2021-09-27,2024-10-16,2024-10-17,2025-07-25,727,727,182,182,True,0.2882149320505485,0.3028839704896043,0.014669038439055815,0.32150843978800964,0.32406627739510147,0.3241758241758242,0.33516483516483514,SELL,SELL,0.1095890410958904,0.13333333333333333,0.023744292237442927,2,1,,True,0.6666666666666666,0.625,0.05970149253731343,0.07462686567164178,0.1095890410958904,0.13333333333333333,67,67,0.023744292237442927,0.38461538461538464,0.3888888888888889,0.42857142857142855,0.4,0.40540540540540543,0.39436619718309857,70,70,-0.011039208222306862,0.25510204081632654,0.27450980392156865,0.5555555555555556,0.6222222222222222,0.34965034965034963,0.38095238095238093,45,45,0.0313020313020313,"{""BUY"": 98, ""HOLD"": 78, ""SELL"": 6}","{""BUY"": 79, ""HOLD"": 92, ""SELL"": 11}",0.31016369426173235,75,"{""BUY"": 102, ""HOLD"": 72, ""SELL"": 8}","{""BUY"": 86, ""HOLD"": 84, ""SELL"": 12}",0.29972235571201505,75,10,12,-0.010441338549717294,2025-07-25,2025-08-08,0,True
HINDALCO.NS,2025-08-08,55,57,909,909,909,2021-09-27,2024-10-16,2024-10-17,2025-07-25,727,727,182,182,True,0.391171959538932,0.435410230599234,0.04423827106030198,0.391171959538932,0.435410230599234,0.3901098901098901,0.43956043956043955,SELL,SELL,0.35384615384615387,0.3917525773195876,0.03790642347343376,3,0,,True,0.3333333333333333,0.5277777777777778,0.3770491803278688,0.3114754098360656,0.35384615384615387,0.3917525773195876,61,61,0.03790642347343376,0.3939393939393939,0.3815789473684211,0.4406779661016949,0.4915254237288136,0.416,0.42962962962962964,59,59,0.013629629629629658,0.46808510638297873,0.45714285714285713,0.3548387096774194,0.5161290322580645,0.4036697247706422,0.48484848484848486,62,62,0.08117876007784264,"{""BUY"": 47, ""HOLD"": 66, ""SELL"": 69}","{""BUY"": 47, ""HOLD"": 66, ""SELL"": 69}",0.3066109548771882,30,"{""BUY"": 70, ""HOLD"": 76, ""SELL"": 36}","{""BUY"": 70, ""HOLD"": 76, ""SELL"": 36}",0.28334650739097195,30,10,66,-0.023264447486216255,2025-07-25,2025-08-08,0,True
HINDUNILVR.NS,2025-08-08,55,57,909,909,909,2021-09-27,2024-10-16,2024-10-17,2025-07-25,727,727,182,182,True,0.39460983049538595,0.35279354415228387,-0.04181628634310208,0.39460983049538595,0.35279354415228387,0.42857142857142855,0.3791208791208791,BUY,BUY,0.3146067415730337,0.24719101123595505,-0.06741573033707865,1,2,,True,0.36363636363636365,0.38636363636363635,0.3018867924528302,0.32075471698113206,0.32989690721649484,0.35051546391752575,53,53,0.02061855670103091,0.4752475247524752,0.40594059405940597,0.6233766233766234,0.5324675324675324,0.5393258426966292,0.4606741573033708,77,77,-0.0786516853932584,0.3783783783783784,0.2972972972972973,0.2692307692307692,0.21153846153846154,0.3146067415730337,0.24719101123595505,52,52,-0.06741573033707865,"{""BUY"": 37, ""HOLD"": 101, ""SELL"": 44}","{""BUY"": 37, ""HOLD"": 101, ""SELL"": 44}",0.3425710769845249,75,"{""BUY"": 37, ""HOLD"": 101, ""SELL"": 44}","{""BUY"": 37, ""HOLD"": 101, ""SELL"": 44}",0.3398157687255016,75,10,0,-0.002755308259023259,2025-07-25,2025-08-08,0,True
ICICIBANK.NS,2025-08-08,55,57,909,909,909,2021-09-27,2024-10-16,2024-10-17,2025-07-25,727,727,182,182,True,0.3549367295443333,0.36032716502930073,0.005390435484967426,0.3549367295443333,0.36032716502930073,0.3626373626373626,0.36813186813186816,SELL,SELL,0.2765957446808511,0.29545454545454547,0.018858800773694395,2,1,,True,0.3170731707317073,0.37142857142857144,0.24528301886792453,0.24528301886792453,0.2765957446808511,0.29545454545454547,53,53,0.018858800773694395,0.358974358974359,0.3448275862068966,0.4,0.42857142857142855,0.3783783783783784,0.3821656050955414,70,70,0.003787226717163028,0.3968253968253968,0.4,0.423728813559322,0.4067796610169492,0.4098360655737705,0.40336134453781514,59,59,-0.006474721035955366,"{""BUY"": 63, ""HOLD"": 78, ""SELL"": 41}","{""BUY"": 63, ""HOLD"": 78, ""SELL"": 41}",0.28899437295065333,75,"{""BUY"": 60, ""HOLD"": 87, ""SELL"": 35}","{""BUY"": 60, ""HOLD"": 87, ""SELL"": 35}",0.28433826049544925,75,10,18,-0.004656112455204087,2025-07-25,2025-08-08,0,True
