cutoff_date,ticker_count,successful_count,failed_count,mean_control_f1,mean_pcr_f1,mean_delta_f1,median_delta_f1,improved_tickers,worsened_tickers,neutral_tickers,improvement_rate,class_collapse_count,mean_delta_sell_f1,mean_delta_hold_f1,mean_delta_buy_f1
2025-08-08,47,47,0,0.33442993620929573,0.3344918150095292,6.187880023349811e-05,0.0012939174662194297,25,22,0,0.5319148936170213,14,-0.008453508843816638,-0.004148101690115239,0.012787246934632356
2025-11-10,47,47,0,0.3350627141352584,0.33406681121439086,-0.0009959029208674078,-0.0003424433585151321,23,24,0,0.48936170212765956,13,-0.002422511549835807,-0.0009759623573444854,0.0004107651445780927
2026-02-10,47,47,0,0.348276396921563,0.3475277715270149,-0.0007486253945480825,-0.005251455744274713,19,28,0,0.40425531914893614,9,0.0025983282869271648,0.0018425956531633698,-0.006686800123734777
2026-05-08,47,47,0,0.3255263760474227,0.32735653404335713,0.0018301579959343582,0.006235428212404914,26,21,0,0.5531914893617021,11,-0.005363789219160547,0.015684064062694496,-0.004829800855730881
2026-08-10,47,47,0,0.32731007381221666,0.32545214563278585,-0.0018579281794307992,-0.0018784655027159758,22,25,0,0.46808510638297873,10,-0.009706053819548642,0.015526813099120894,-0.011394543817864635
