ticker,market_date,model_version,pipeline_version,f1_macro,nifty_pcr_oi,nifty_pcr_chg_5d,banknifty_pcr_oi,banknifty_pcr_chg_5d,on_sell_prob,on_hold_prob,on_buy_prob,off_sell_prob,off_hold_prob,off_buy_prob,delta_sell,delta_hold,delta_buy,on_argmax,off_argmax,on_signal,off_signal,on_max_probability,off_max_probability,argmax_changed,signal_changed
RELIANCE.NS,2026-08-11,9396a75b6365,v1,0.24630741207790388,0.9886921364225932,-0.40934392399141284,0.9136179221013853,-0.022530847287001943,0.33545830845832825,0.5904706716537476,0.07407097518444061,0.3107128143310547,0.6268483400344849,0.06243886798620224,0.02474549412727356,-0.036377668380737305,0.011632107198238373,HOLD,HOLD,HOLD,HOLD,0.5904706716537476,0.6268483400344849,False,False
