ticker,cutoff_date,control_feature_count,pcr_feature_count,control_rows_before_alignment,experiment_rows_before_alignment,common_rows_used,train_date_min,train_date_max,test_date_min,test_date_max,control_train_size,pcr_train_size,control_test_size,pcr_test_size,labels_identical,control_f1_macro,pcr_f1_macro,delta_f1_macro,control_raw_argmax_f1_macro,pcr_raw_argmax_f1_macro,control_accuracy,pcr_accuracy,weakest_class_control,weakest_class_pcr,weakest_class_f1_before,weakest_class_f1_after,weakest_class_delta,classes_improved,classes_worsened,class_collapse,feature_set_difference_verified,control_sell_precision,pcr_sell_precision,control_sell_recall,pcr_sell_recall,control_sell_f1,pcr_sell_f1,control_sell_support,pcr_sell_support,delta_sell_f1,control_hold_precision,pcr_hold_precision,control_hold_recall,pcr_hold_recall,control_hold_f1,pcr_hold_f1,control_hold_support,pcr_hold_support,delta_hold_f1,control_buy_precision,pcr_buy_precision,control_buy_recall,pcr_buy_recall,control_buy_f1,pcr_buy_f1,control_buy_support,pcr_buy_support,delta_buy_f1,control_prediction_distribution,control_raw_prediction_distribution,control_cv_score,control_optuna_trials,pcr_prediction_distribution,pcr_raw_prediction_distribution,pcr_cv_score,pcr_optuna_trials
BRITANNIA.NS,2026-08-10,55,57,1143,1143,1143,2021-09-24,2025-07-31,2025-08-01,2026-07-27,914,914,229,229,True,0.2954787234042553,0.32106039306485845,0.025581669660603157,0.31051595790194236,0.31511575430476474,0.33624454148471616,0.37554585152838427,SELL,SELL,0.14893617021276595,0.11494252873563218,-0.03399364147713377,2,1,,True,0.21875,0.2,0.11290322580645161,0.08064516129032258,0.14893617021276595,0.11494252873563218,62,62,-0.03399364147713377,0.3858267716535433,0.4074074074074074,0.5051546391752577,0.5670103092783505,0.4375,0.47413793103448276,97,97,0.03663793103448276,0.3,0.37681159420289856,0.3,0.37142857142857144,0.3,0.37410071942446044,70,70,0.07410071942446045,"{""BUY"": 70, ""HOLD"": 127, ""SELL"": 32}","{""BUY"": 34, ""HOLD"": 164, ""SELL"": 31}",0.36372706578168534,75,"{""BUY"": 69, ""HOLD"": 135, ""SELL"": 25}","{""BUY"": 37, ""HOLD"": 165, ""SELL"": 27}",0.36015583494786163,75
CIPLA.NS,2026-08-10,55,57,1143,1143,1143,2021-09-24,2025-07-31,2025-08-01,2026-07-27,914,914,229,229,True,0.3653683519940078,0.3293493874102239,-0.0360189645837839,0.3301896919091525,0.3132319861574589,0.4366812227074236,0.4148471615720524,BUY,BUY,0.14457831325301204,0.08,-0.06457831325301204,0,3,BUY,True,0.4444444444444444,0.4107142857142857,0.375,0.359375,0.4067796610169492,0.38333333333333336,64,64,-0.02344632768361582,0.44025157232704404,0.41818181818181815,0.7142857142857143,0.7040816326530612,0.5447470817120622,0.5247148288973384,98,98,-0.02003225281472376,0.375,0.375,0.08955223880597014,0.04477611940298507,0.14457831325301204,0.08,67,67,-0.06457831325301204,"{""BUY"": 16, ""HOLD"": 159, ""SELL"": 54}","{""BUY"": 16, ""HOLD"": 183, ""SELL"": 30}",0.294586431208325,75,"{""BUY"": 8, ""HOLD"": 165, ""SELL"": 56}","{""BUY"": 8, ""HOLD"": 192, ""SELL"": 29}",0.31296511585935827,75
COALINDIA.NS,2026-08-10,55,57,1143,1143,1143,2021-09-24,2025-07-31,2025-08-01,2026-07-27,914,914,229,229,True,0.3000861214474903,0.2840151989893866,-0.01607092245810371,0.3000861214474903,0.2840151989893866,0.33624454148471616,0.29694323144104806,HOLD,HOLD,0.12631578947368421,0.19130434782608696,0.06498855835240275,1,2,,True,0.3333333333333333,0.2962962962962963,0.3783783783783784,0.32432432432432434,0.35443037974683544,0.3096774193548387,74,74,-0.04475296039199672,0.17647058823529413,0.2037037037037037,0.09836065573770492,0.18032786885245902,0.12631578947368421,0.19130434782608696,61,61,0.06498855835240275,0.38738738738738737,0.35106382978723405,0.4574468085106383,0.35106382978723405,0.4195121951219512,0.35106382978723405,94,94,-0.06844836533471715,"{""BUY"": 111, ""HOLD"": 34, ""SELL"": 84}","{""BUY"": 111, ""HOLD"": 34, ""SELL"": 84}",0.3230424484925083,30,"{""BUY"": 94, ""HOLD"": 54, ""SELL"": 81}","{""BUY"": 94, ""HOLD"": 54, ""SELL"": 81}",0.32480382521136075,30
DRREDDY.NS,2026-08-10,55,57,1143,1143,1143,2021-09-24,2025-07-31,2025-08-01,2026-07-27,914,914,229,229,True,0.365945945945946,0.34766063832137695,-0.018285307624569036,0.3680008700251616,0.34624822849459286,0.36681222707423583,0.34934497816593885,HOLD,SELL,0.33783783783783783,0.35294117647058826,0.01510333863275043,1,2,,True,0.34615384615384615,0.3283582089552239,0.375,0.3055555555555556,0.36,0.31654676258992803,72,72,-0.043453237410071954,0.35714285714285715,0.36,0.32051282051282054,0.34615384615384615,0.33783783783783783,0.35294117647058826,78,78,0.01510333863275043,0.3950617283950617,0.3563218390804598,0.4050632911392405,0.3924050632911392,0.4,0.37349397590361444,79,79,-0.026506024096385583,"{""BUY"": 81, ""HOLD"": 70, ""SELL"": 78}","{""BUY"": 90, ""HOLD"": 55, ""SELL"": 84}",0.33919184437454875,75,"{""BUY"": 87, ""HOLD"": 75, ""SELL"": 67}","{""BUY"": 98, ""HOLD"": 58, ""SELL"": 73}",0.3411980020847437,75
EICHERMOT.NS,2026-08-10,55,57,1143,1143,1143,2021-09-24,2025-07-31,2025-08-01,2026-07-27,914,914,229,229,True,0.33093540446481623,0.31033337811678285,-0.020602026348033375,0.32471162659841907,0.35847716765937715,0.3318777292576419,0.31004366812227074,SELL,HOLD,0.3088235294117647,0.2987012987012987,-0.01012223071046603,1,2,,True,0.23076923076923078,0.21100917431192662,0.4666666666666667,0.5111111111111111,0.3088235294117647,0.2987012987012987,45,45,-0.01012223071046603,0.3076923076923077,0.2631578947368421,0.36363636363636365,0.2597402597402597,0.3333333333333333,0.26143790849673204,77,77,-0.07189542483660127,0.574468085106383,0.6363636363636364,0.2523364485981308,0.2616822429906542,0.35064935064935066,0.3708609271523179,107,107,0.020211576502967232,"{""BUY"": 47, ""HOLD"": 91, ""SELL"": 91}","{""BUY"": 52, ""HOLD"": 112, ""SELL"": 65}",0.328702201678271,75,"{""BUY"": 44, ""HOLD"": 76, ""SELL"": 109}","{""BUY"": 58, ""HOLD"": 93, ""SELL"": 78}",0.3163350039454136,75
GRASIM.NS,2026-08-10,55,57,1143,1143,1143,2021-09-24,2025-07-31,2025-08-01,2026-07-27,914,914,229,229,True,0.3252776723654012,0.33485017398060873,0.009572501615207507,0.3224729439798518,0.31462744111977203,0.3406113537117904,0.34497816593886466,SELL,SELL,0.22018348623853212,0.24347826086956523,0.023294774631033105,2,1,,True,0.21818181818181817,0.22950819672131148,0.2222222222222222,0.25925925925925924,0.22018348623853212,0.24347826086956523,54,54,0.023294774631033105,0.44776119402985076,0.5,0.3191489361702128,0.32978723404255317,0.37267080745341613,0.3974358974358974,94,94,0.02476508998248128,0.3364485981308411,0.32075471698113206,0.4444444444444444,0.41975308641975306,0.3829787234042553,0.36363636363636365,81,81,-0.01934235976789167,"{""BUY"": 107, ""HOLD"": 67, ""SELL"": 55}","{""BUY"": 115, ""HOLD"": 83, ""SELL"": 31}",0.32975271832564856,75,"{""BUY"": 106, ""HOLD"": 62, ""SELL"": 61}","{""BUY"": 113, ""HOLD"": 70, ""SELL"": 46}",0.35385266090672957,75
HCLTECH.NS,2026-08-10,55,57,1148,1148,1148,2021-09-24,2025-08-06,2025-08-07,2026-08-03,918,918,230,230,True,0.3014218208454912,0.3092320102068253,0.007810189361334097,0.3014218208454912,0.3092320102068253,0.4652173913043478,0.4652173913043478,BUY,BUY,0.03225806451612903,0.029850746268656716,-0.0024073182474723155,1,2,BUY,True,0.32432432432432434,0.37142857142857144,0.2,0.21666666666666667,0.24742268041237114,0.2736842105263158,60,60,0.026261530113944664,0.5026737967914439,0.5054347826086957,0.8245614035087719,0.8157894736842105,0.6245847176079734,0.6241610738255033,114,114,-0.0004236437824700623,0.16666666666666666,0.09090909090909091,0.017857142857142856,0.017857142857142856,0.03225806451612903,0.029850746268656716,56,56,-0.0024073182474723155,"{""BUY"": 6, ""HOLD"": 187, ""SELL"": 37}","{""BUY"": 6, ""HOLD"": 187, ""SELL"": 37}",0.31909405169246263,30,"{""BUY"": 11, ""HOLD"": 184, ""SELL"": 35}","{""BUY"": 11, ""HOLD"": 184, ""SELL"": 35}",0.3113069243348944,30
HDFCBANK.NS,2026-08-10,55,57,665,665,665,2023-09-26,2025-12-23,2025-12-24,2026-07-27,532,532,133,133,True,0.2709362469969456,0.281761583996734,0.010825336999788437,0.2709362469969456,0.281761583996734,0.3007518796992481,0.3007518796992481,SELL,SELL,0.11267605633802817,0.11267605633802817,0.0,1,1,,True,1.0,1.0,0.05970149253731343,0.05970149253731343,0.11267605633802817,0.11267605633802817,67,67,0.0,0.22727272727272727,0.2916666666666667,0.3125,0.4375,0.2631578947368421,0.35,32,32,0.08684210526315789,0.3058823529411765,0.2716049382716049,0.7647058823529411,0.6470588235294118,0.4369747899159664,0.3826086956521739,34,34,-0.054366094263792464,"{""BUY"": 85, ""HOLD"": 44, ""SELL"": 4}","{""BUY"": 85, ""HOLD"": 44, ""SELL"": 4}",0.3439225425764444,75,"{""BUY"": 81, ""HOLD"": 48, ""SELL"": 4}","{""BUY"": 81, ""HOLD"": 48, ""SELL"": 4}",0.3311691828315073,75
HDFCLIFE.NS,2026-08-10,55,57,1143,1143,1143,2021-09-24,2025-07-31,2025-08-01,2026-07-27,914,914,229,229,True,0.2960536029774906,0.2856990790021752,-0.010354523975315388,0.2960536029774906,0.2856990790021752,0.30131004366812225,0.2838427947598253,HOLD,SELL,0.17266187050359713,0.2823529411764706,0.10969107067287345,1,2,,True,0.35526315789473684,0.28205128205128205,0.313953488372093,0.2558139534883721,0.3333333333333333,0.2682926829268293,86,86,-0.06504065040650403,0.2857142857142857,0.3287671232876712,0.12371134020618557,0.24742268041237114,0.17266187050359713,0.2823529411764706,97,97,0.10969107067287345,0.2702702702702703,0.24358974358974358,0.6521739130434783,0.41304347826086957,0.3821656050955414,0.3064516129032258,46,46,-0.07571399219231562,"{""BUY"": 111, ""HOLD"": 42, ""SELL"": 76}","{""BUY"": 111, ""HOLD"": 42, ""SELL"": 76}",0.3154674106246324,75,"{""BUY"": 78, ""HOLD"": 73, ""SELL"": 78}","{""BUY"": 78, ""HOLD"": 73, ""SELL"": 78}",0.30821151271437564,75
HEROMOTOCO.NS,2026-08-10,55,57,1143,1143,1143,2021-09-24,2025-07-31,2025-08-01,2026-07-27,914,914,229,229,True,0.34568760539117566,0.33343452071144286,-0.012253084679732795,0.34971229405836035,0.341220398832999,0.34934497816593885,0.3537117903930131,BUY,SELL,0.2638888888888889,0.2802547770700637,0.016365888181174792,2,1,SELL,True,0.30952380952380953,0.23214285714285715,0.4482758620689655,0.22413793103448276,0.36619718309859156,0.22807017543859648,58,58,-0.13812700765999508,0.40229885057471265,0.45098039215686275,0.4117647058823529,0.5411764705882353,0.4069767441860465,0.4919786096256685,85,85,0.08500186543962196,0.3275862068965517,0.30985915492957744,0.22093023255813954,0.2558139534883721,0.2638888888888889,0.2802547770700637,86,86,0.016365888181174792,"{""BUY"": 58, ""HOLD"": 87, ""SELL"": 84}","{""BUY"": 48, ""HOLD"": 92, ""SELL"": 89}",0.3400068226234404,75,"{""BUY"": 71, ""HOLD"": 102, ""SELL"": 56}","{""BUY"": 55, ""HOLD"": 111, ""SELL"": 63}",0.34753424743791583,75
HINDALCO.NS,2026-08-10,55,57,1143,1143,1143,2021-09-24,2025-07-31,2025-08-01,2026-07-27,914,914,229,229,True,0.35796091501287686,0.32059071729957805,-0.0373701977132988,0.35796091501287686,0.32059071729957805,0.3799126637554585,0.34934497816593885,SELL,SELL,0.2826086956521739,0.18,-0.1026086956521739,1,2,SELL,True,0.2708333333333333,0.16071428571428573,0.29545454545454547,0.20454545454545456,0.2826086956521739,0.18,44,44,-0.1026086956521739,0.36923076923076925,0.352,0.64,0.5866666666666667,0.4682926829268293,0.44,75,75,-0.028292682926829293,0.5098039215686274,0.5625,0.23636363636363636,0.24545454545454545,0.32298136645962733,0.34177215189873417,110,110,0.01879078543910684,"{""BUY"": 51, ""HOLD"": 130, ""SELL"": 48}","{""BUY"": 51, ""HOLD"": 130, ""SELL"": 48}",0.34948558641057104,30,"{""BUY"": 48, ""HOLD"": 125, ""SELL"": 56}","{""BUY"": 48, ""HOLD"": 125, ""SELL"": 56}",0.3447628054705643,30
HINDUNILVR.NS,2026-08-10,55,57,1143,1143,1143,2021-09-24,2025-07-31,2025-08-01,2026-07-27,914,914,229,229,True,0.41584926895052926,0.35977634340053655,-0.056072925549992714,0.41584926895052926,0.35977634340053655,0.4366812227074236,0.4017467248908297,BUY,BUY,0.35294117647058826,0.2247191011235955,-0.12822207534699276,0,3,BUY,True,0.4909090909090909,0.45454545454545453,0.313953488372093,0.29069767441860467,0.3829787234042553,0.3546099290780142,86,86,-0.02836879432624112,0.4230769230769231,0.3986013986013986,0.6470588235294118,0.6705882352941176,0.5116279069767442,0.5,85,85,-0.011627906976744207,0.4090909090909091,0.3225806451612903,0.3103448275862069,0.1724137931034483,0.35294117647058826,0.2247191011235955,58,58,-0.12822207534699276,"{""BUY"": 44, ""HOLD"": 130, ""SELL"": 55}","{""BUY"": 44, ""HOLD"": 130, ""SELL"": 55}",0.36474112319539176,75,"{""BUY"": 31, ""HOLD"": 143, ""SELL"": 55}","{""BUY"": 31, ""HOLD"": 143, ""SELL"": 55}",0.36397105355773,75
ICICIBANK.NS,2026-08-10,55,57,1143,1143,1143,2021-09-24,2025-07-31,2025-08-01,2026-07-27,914,914,229,229,True,0.3285142912886547,0.368730407523511,0.04021611623485627,0.3285142912886547,0.368730407523511,0.3406113537117904,0.37554585152838427,BUY,SELL,0.2835820895522388,0.3472222222222222,0.06364013266998342,3,0,,True,0.45,0.5555555555555556,0.225,0.25,0.3,0.3448275862068966,80,80,0.044827586206896586,0.3178294573643411,0.3333333333333333,0.5466666666666666,0.5466666666666666,0.4019607843137255,0.41414141414141414,75,75,0.012180629827688638,0.31666666666666665,0.35714285714285715,0.25675675675675674,0.33783783783783783,0.2835820895522388,0.3472222222222222,74,74,0.06364013266998342,"{""BUY"": 60, ""HOLD"": 129, ""SELL"": 40}","{""BUY"": 60, ""HOLD"": 129, ""SELL"": 40}",0.33890870861217354,75,"{""BUY"": 70, ""HOLD"": 123, ""SELL"": 36}","{""BUY"": 70, ""HOLD"": 123, ""SELL"": 36}",0.3268362793085588,75
INDIGO.NS,2026-08-10,55,57,1144,1144,1144,2021-09-24,2025-08-01,2025-08-04,2026-07-27,915,915,229,229,True,0.3125467596805176,0.39601954674418444,0.08347278706366684,0.30245054474836247,0.3648137703411251,0.31877729257641924,0.40611353711790393,SELL,SELL,0.23809523809523808,0.33043478260869563,0.09233954451345755,3,0,,True,0.29411764705882354,0.475,0.2,0.25333333333333335,0.23809523809523808,0.33043478260869563,75,75,0.09233954451345755,0.3448275862068966,0.42574257425742573,0.3409090909090909,0.48863636363636365,0.34285714285714286,0.455026455026455,88,88,0.11216931216931214,0.3076923076923077,0.3522727272727273,0.42424242424242425,0.4696969696969697,0.35668789808917195,0.4025974025974026,66,66,0.04590950450823067,"{""BUY"": 91, ""HOLD"": 87, ""SELL"": 51}","{""BUY"": 98, ""HOLD"": 102, ""SELL"": 29}",0.2793118278844354,30,"{""BUY"": 88, ""HOLD"": 101, ""SELL"": 40}","{""BUY"": 96, ""HOLD"": 109, ""SELL"": 24}",0.2731295154615261,30
