cutoff_date,ticker_count,successful_count,failed_count,mean_control_f1,mean_pcr_f1,mean_delta_f1,median_delta_f1,improved_tickers,worsened_tickers,neutral_tickers,improvement_rate,class_collapse_count,mean_delta_sell_f1,mean_delta_hold_f1,mean_delta_buy_f1
2025-08-08,1,1,0,0.3795115538901155,0.35295691128446877,-0.026554642605646717,-0.026554642605646717,0,1,0,0.0,0,0.027028881114083803,-0.0224850099933378,-0.08420779893768623
2025-11-10,1,1,0,0.3756991769918649,0.33784646061814555,-0.03785271637371934,-0.03785271637371934,0,1,0,0.0,0,0.040973630831643015,-0.09377706297166893,-0.06075471698113205
2026-02-10,1,1,0,0.37550586422766874,0.446020560253863,0.07051469602619426,0.07051469602619426,1,0,0,1.0,0,0.0737278151484057,0.11488014473089098,0.022936128199286088
2026-05-08,1,1,0,0.3217680637382094,0.34328694006113364,0.021518876322924263,0.021518876322924263,1,0,0,1.0,0,0.10172311348781943,-0.08358662613981763,0.04642014162077107
2026-08-10,1,1,0,0.35997400909681615,0.4214166323838677,0.06144262328705152,0.06144262328705152,1,0,0,1.0,0,0.10801513587891298,0.1509086726478031,-0.07459593866556152
